close,date,high,low,open
1264.32495,2016-03-03,1268.5,1237.40002,1239.93005
1259.30005,2016-03-04,1279.90503,1250.23499,1264.21497
1267.20996,2016-03-07,1273.59998,1256.75,1260.0
1261.745,2016-03-08,1278.5,1260.26001,1267.30005
1253.1001,2016-03-09,1265.19995,1242.90002,1261.44995
1272.33496,2016-03-10,1273.5,1237.05005,1253.22498
1250.90002,2016-03-11,1284.57007,1248.30005,1272.21997
1235.15002,2016-03-14,1261.40002,1229.34998,1249.42993
1232.34998,2016-03-15,1238.36499,1225.70996,1235.30005
1262.52002,2016-03-16,1264.19995,1226.75,1232.59497
1257.90002,2016-03-17,1271.40002,1254.44995,1262.53003
1255.5,2016-03-18,1267.19995,1247.91992,1257.92004
1243.65002,2016-03-21,1256.5,1240.68506,1256.5
1248.34998,2016-03-22,1260.40002,1242.30005,1243.745
1220.08008,2016-03-23,1249.56006,1215.0,1248.35999
1217.03503,2016-03-24,1223.94995,1212.18506,1220.02002
1217.17505,2016-03-25,1217.17993,1217.07996,1217.16003
1221.69995,2016-03-28,1223.25,1207.80005,1216.02002
1242.05005,2016-03-29,1243.19995,1215.42993,1221.62
1224.9751,2016-03-30,1244.40002,1223.0,1242.28003
1232.54004,2016-03-31,1240.69995,1223.40002,1224.84998
1222.90002,2016-04-01,1235.59998,1208.80005,1232.63
1215.62,2016-04-04,1223.09998,1214.65002,1223.09998
1231.29004,2016-04-05,1237.05005,1214.84998,1215.55005
1222.37,2016-04-06,1232.5,1216.80005,1231.32495
1240.41992,2016-04-07,1243.5,1222.30005,1222.495
1239.90002,2016-04-08,1243.09998,1229.67505,1240.65002
1257.94995,2016-04-11,1259.19995,1239.57996,1241.09998
1255.46997,2016-04-12,1263.19995,1251.20996,1257.91504
1242.30005,2016-04-13,1257.19995,1239.55005,1255.45996
1227.87,2016-04-14,1244.19995,1223.80005,1242.55005
1234.0,2016-04-15,1236.05005,1225.19995,1227.84998
1232.25,2016-04-18,1241.76501,1230.05493,1234.90002
1250.31494,2016-04-19,1256.84998,1227.5,1232.30005
1244.28003,2016-04-20,1258.13501,1242.34998,1250.05005
1247.94995,2016-04-21,1270.69995,1242.59998,1244.20496
1232.59998,2016-04-22,1252.73999,1227.09998,1248.09998
1237.94995,2016-04-25,1242.5,1230.05005,1233.30005
1243.46497,2016-04-26,1245.19995,1231.34998,1237.94995
1245.92505,2016-04-27,1252.95996,1239.65002,1243.65002
1266.25,2016-04-28,1270.19995,1237.80005,1246.06494
1293.5,2016-04-29,1297.5,1265.08496,1266.04004
1291.44995,2016-05-02,1304.30005,1287.72998,1294.0
1286.70508,2016-05-03,1302.19995,1282.15002,1291.67993
1279.65002,2016-05-04,1290.0,1271.84998,1286.70996
1278.0,2016-05-05,1286.80005,1268.94995,1279.68506
1288.19995,2016-05-06,1296.0,1274.48499,1277.90002
1263.84998,2016-05-09,1288.49512,1261.34998,1287.75
1265.65002,2016-05-10,1270.13501,1256.84998,1263.95508
1277.37,2016-05-11,1279.25,1264.75,1265.65002
1263.55005,2016-05-12,1281.02002,1261.75,1277.25
1272.59998,2016-05-13,1276.43994,1263.0,1263.83496
1274.19995,2016-05-16,1289.05005,1270.59998,1273.37
1278.59998,2016-05-17,1282.44995,1269.09998,1274.17505
1258.55005,2016-05-18,1281.80005,1254.40002,1278.90503
1254.75,2016-05-19,1261.41992,1243.40002,1258.39001
1252.36499,2016-05-20,1260.16504,1248.19995,1254.60498
1248.94995,2016-05-23,1256.19507,1243.05005,1252.20508
1227.23999,2016-05-24,1252.35498,1226.40002,1249.07495
1224.32495,2016-05-25,1230.35999,1217.84998,1227.22998
1219.83008,2016-05-26,1234.495,1218.36499,1224.44995
1212.93506,2016-05-27,1223.66504,1206.84009,1219.93506
1205.22998,2016-05-30,1213.61499,1199.67505,1212.98499
1215.25,2016-05-31,1218.35498,1205.48499,1205.48511
1212.995,2016-06-01,1220.53503,1206.05005,1215.42993
1211.05005,2016-06-02,1217.77502,1209.84998,1212.9751
1244.48499,2016-06-03,1244.92993,1206.94995,1211.005
1245.30005,2016-06-06,1248.875,1240.05005,1244.51001
1243.91003,2016-06-07,1246.71997,1234.87,1245.34998
1262.75,2016-06-08,1264.65002,1243.05005,1243.88989
1269.75,2016-06-09,1271.83496,1256.84998,1262.75
1274.08496,2016-06-10,1278.25,1264.65002,1269.59497
1283.75,2016-06-13,1287.44995,1272.52502,1274.06494
1285.65503,2016-06-14,1290.05005,1276.30005,1284.07495
1291.83008,2016-06-15,1297.0,1278.40002,1285.64502
1278.69995,2016-06-16,1315.90002,1277.29004,1292.05493
1299.09998,2016-06-17,1299.80493,1276.5,1278.67505
1289.7749,2016-06-20,1292.43506,1277.84998,1289.53003
1268.1499,2016-06-21,1294.40002,1264.30005,1289.995
1266.40002,2016-06-22,1270.83496,1260.90002,1268.19507
1256.80493,2016-06-23,1272.06006,1254.55005,1266.25
1315.63,2016-06-24,1359.05005,1250.47998,1256.84998
1324.55005,2016-06-27,1335.65002,1317.55005,1322.36499
1311.71997,2016-06-28,1326.59998,1305.25,1324.75
1319.05005,2016-06-29,1327.94995,1310.59497,1311.88
1322.19995,2016-06-30,1324.18994,1312.69995,1318.90002
1342.0,2016-07-01,1344.70508,1320.30005,1322.25
1351.05005,2016-07-04,1357.65002,1336.01001,1342.57495
1356.43506,2016-07-05,1357.79492,1337.80005,1349.30005
1363.09998,2016-07-06,1375.28003,1354.69995,1356.09998
1360.25,2016-07-07,1370.875,1350.09998,1363.84998
1364.69995,2016-07-08,1370.42505,1334.59998,1360.15002
1354.90002,2016-07-11,1375.35498,1350.59998,1367.72998
1333.25,2016-07-12,1357.84009,1329.59998,1355.55005
1341.90002,2016-07-13,1345.39502,1326.80005,1332.75
1334.09998,2016-07-14,1347.32007,1319.80005,1342.65002
1337.30005,2016-07-15,1339.09998,1322.40002,1335.34998
1328.75,2016-07-18,1337.89502,1323.40002,1337.89502
1331.94995,2016-07-19,1335.15503,1325.55005,1329.25
1315.59998,2016-07-20,1338.625,1312.40002,1332.125
1331.09998,2016-07-21,1334.05005,1310.5,1315.84998
1321.80005,2016-07-22,1333.95508,1319.19995,1331.34998
1315.80005,2016-07-25,1323.83997,1312.40002,1322.30493
1320.43506,2016-07-26,1324.64502,1313.69995,1315.54004
1340.12,2016-07-27,1342.53003,1316.29004,1320.6499
1335.92505,2016-07-28,1345.70508,1332.63501,1338.30005
1351.0,2016-07-29,1355.14502,1329.19995,1335.61499
1353.15002,2016-08-01,1355.05493,1346.40002,1351.005
1363.55005,2016-08-02,1367.33997,1346.90002,1353.59998
1358.11011,2016-08-03,1366.62,1354.0,1364.19995
1361.25,2016-08-04,1365.19995,1349.5,1358.05005
1335.5,2016-08-05,1364.90002,1334.80005,1361.65002
1335.34998,2016-08-08,1338.40002,1329.5,1337.005
1340.75,2016-08-09,1342.90002,1330.5,1335.55005
1346.65002,2016-08-10,1357.90002,1339.94995,1340.75
1338.55005,2016-08-11,1353.80005,1335.84497,1346.55005
1336.19995,2016-08-12,1357.0,1333.0,1338.55005
1339.34998,2016-08-15,1343.98511,1335.75,1335.94507
1346.05005,2016-08-16,1358.40002,1339.34998,1339.34998
1348.65002,2016-08-17,1351.84998,1336.125,1346.15002
1352.15002,2016-08-18,1356.25,1346.0,1348.75
1341.83008,2016-08-19,1354.19995,1337.09998,1352.15002
1339.25,2016-08-22,1341.38501,1331.83008,1340.25
1337.56006,2016-08-23,1344.85498,1335.25,1339.25
1323.5,2016-08-24,1340.23499,1323.30005,1337.5
1321.90002,2016-08-25,1327.15503,1317.90002,1324.12988
1321.30005,2016-08-26,1342.80005,1318.46997,1322.05005
1323.59497,2016-08-29,1325.25,1314.97498,1320.8999
1311.15002,2016-08-30,1325.80005,1309.05005,1323.55005
1309.19995,2016-08-31,1316.40002,1304.28491,1311.69995
1313.6499,2016-09-01,1315.59998,1302.5,1309.12988
1325.69995,2016-09-02,1330.90002,1304.80005,1313.84998
1327.69995,2016-09-05,1328.75,1321.90503,1324.44995
1350.05005,2016-09-06,1352.75,1324.90991,1327.13
1345.05005,2016-09-07,1352.76501,1342.65002,1349.625
1338.21997,2016-09-08,1349.51001,1335.0,1344.94995
1327.96509,2016-09-09,1339.75,1327.55005,1338.15002
1327.75,2016-09-12,1330.44995,1320.19995,1327.0
1318.94995,2016-09-13,1332.34998,1315.73499,1327.75
1322.94995,2016-09-14,1326.19507,1313.50488,1318.55005
1314.8501,2016-09-15,1328.19995,1308.84998,1323.05005
1310.20996,2016-09-16,1318.03003,1306.33496,1314.44995
1313.21497,2016-09-19,1318.69995,1309.53503,1310.02502
1314.83997,2016-09-20,1318.0,1312.08008,1312.5
1335.05005,2016-09-21,1336.88,1308.0,1315.09998
1337.09998,2016-09-22,1344.0,1331.25,1335.59998
1337.90002,2016-09-23,1340.84998,1333.69995,1336.94995
1337.84998,2016-09-26,1342.34998,1332.65002,1337.05493
1327.0,2016-09-27,1339.69995,1324.59998,1337.8501
1321.5,2016-09-28,1327.67004,1317.69995,1327.40991
1320.5,2016-09-29,1325.96497,1316.13501,1321.58008
1315.5,2016-09-30,1328.19995,1312.80005,1320.40002
1311.83496,2016-10-03,1319.76501,1308.59998,1318.54504
1268.55005,2016-10-04,1313.125,1266.40002,1311.56494
1266.84009,2016-10-05,1277.27502,1261.80005,1268.65002
1254.0,2016-10-06,1269.65002,1249.5,1266.84998
1257.0,2016-10-07,1265.53003,1241.25,1254.44995
1259.55005,2016-10-10,1265.04004,1256.55005,1256.81006
1252.55005,2016-10-11,1262.30005,1252.40503,1259.55005
1255.25,2016-10-12,1259.005,1249.75,1252.55005
1258.05005,2016-10-13,1262.22498,1253.15002,1255.25
1251.30005,2016-10-14,1259.59998,1245.80005,1257.75
1255.69995,2016-10-17,1257.44995,1250.30005,1252.005
1262.40002,2016-10-18,1264.83008,1254.40002,1255.84998
1269.15002,2016-10-19,1273.59998,1260.25,1262.55005
1265.55005,2016-10-20,1274.69995,1264.69995,1269.34998
1266.40002,2016-10-21,1268.19995,1261.15002,1265.65002
1264.3999,2016-10-24,1272.25,1260.09998,1265.92993
1273.75,2016-10-25,1277.0,1261.80005,1264.55005
1267.05005,2016-10-26,1276.69995,1264.40002,1273.65002
1268.44995,2016-10-27,1273.09998,1264.69995,1267.05005
1275.59998,2016-10-28,1284.40002,1261.75,1268.55005
1277.25,2016-10-31,1279.66992,1271.25,1276.19995
1287.94995,2016-11-01,1292.0,1275.5,1277.25
1297.03491,2016-11-02,1308.19995,1287.34998,1288.15002
1302.66992,2016-11-03,1307.0,1285.30005,1296.75
1304.65002,2016-11-04,1307.28491,1294.6499,1302.34998
1281.55005,2016-11-07,1295.95996,1278.09998,1292.89502
1275.65002,2016-11-08,1290.84998,1272.59998,1281.44995
1278.19995,2016-11-09,1337.59998,1268.19995,1275.73511
1259.08008,2016-11-10,1292.40503,1252.5,1277.94995
1227.80005,2016-11-11,1265.55005,1219.18506,1258.75
1221.255,2016-11-14,1230.55005,1211.62,1229.95508
1228.78503,2016-11-15,1231.56995,1219.21997,1221.75
1225.10498,2016-11-16,1233.11499,1221.625,1227.06494
1216.53003,2016-11-17,1231.52502,1211.26001,1225.54504
1209.21997,2016-11-18,1217.88,1203.06995,1216.30505
1214.35999,2016-11-21,1217.625,1205.72498,1207.94495
1212.39502,2016-11-22,1221.10498,1206.25,1214.35999
1187.51501,2016-11-23,1215.06995,1181.83997,1213.06995
1184.34497,2016-11-24,1190.93506,1180.44995,1187.63501
1184.27002,2016-11-25,1193.33997,1171.16003,1184.34497
1194.10498,2016-11-28,1197.70996,1182.89502,1183.255
1188.27002,2016-11-29,1195.29004,1181.18005,1194.13
1173.47498,2016-11-30,1195.02002,1170.0,1188.57495
1171.625,2016-12-01,1176.81006,1160.82996,1173.10498
1177.44995,2016-12-02,1178.30005,1166.69995,1171.5
1170.44495,2016-12-05,1188.35498,1157.18506,1177.40503
1169.94995,2016-12-06,1175.56006,1166.71997,1170.65503
1174.37012,2016-12-07,1180.33496,1165.56006,1169.94495
1170.75,2016-12-08,1178.93506,1169.33997,1174.16992
1159.80493,2016-12-09,1172.16992,1156.14502,1170.70508
1162.13501,2016-12-12,1165.89001,1151.33008,1159.20496
1158.46997,2016-12-13,1165.23511,1154.67993,1162.39001
1142.94995,2016-12-14,1165.84497,1138.69995,1158.625
1128.43994,2016-12-15,1144.505,1122.56006,1143.30493
1134.75,2016-12-16,1141.53503,1126.76001,1128.29004
1138.33496,2016-12-19,1142.5,1133.755,1134.1499
1132.33008,2016-12-20,1139.91504,1125.84497,1138.31494
1131.745,2016-12-21,1137.31494,1129.47498,1132.29492
1128.55493,2016-12-22,1134.245,1127.44507,1132.04504
1133.92993,2016-12-23,1136.03003,1128.08496,1128.65503
1133.15002,2016-12-26,1133.16003,1133.13,1133.13
1138.8999,2016-12-27,1150.89502,1131.755,1133.15002
1141.505,2016-12-28,1144.56494,1136.48999,1138.90503
1158.19495,2016-12-29,1159.57495,1141.28003,1141.28003
1151.25,2016-12-30,1163.43994,1149.70996,1158.45508
1150.94995,2017-01-02,1150.95508,1150.94995,1150.95508
1158.38501,2017-01-03,1164.83008,1146.13,1150.95508
1163.80493,2017-01-04,1168.08496,1156.255,1158.37
1180.65503,2017-01-05,1185.33496,1162.80005,1162.80005
1172.85498,2017-01-06,1183.34497,1170.90002,1181.0
1180.79504,2017-01-09,1186.245,1171.76501,1173.15503
1187.81995,2017-01-10,1190.68994,1180.31006,1180.79504
1191.65503,2017-01-11,1198.32495,1177.27502,1187.81995
1195.44507,2017-01-12,1207.05505,1190.86499,1191.65503
1197.40503,2017-01-13,1201.995,1187.91992,1195.78003
1202.94995,2017-01-16,1208.82007,1197.05493,1197.15503
1217.0,2017-01-17,1219.03491,1202.75,1202.95508
1204.45508,2017-01-18,1217.91003,1202.35999,1217.0
1204.32495,2017-01-19,1206.78003,1195.90002,1204.505
1210.255,2017-01-20,1215.12,1198.62,1204.57495
1218.13,2017-01-23,1219.56006,1209.33496,1209.35498
1208.94995,2017-01-24,1220.38,1206.68506,1218.08997
1200.54492,2017-01-25,1209.85999,1193.38,1208.75
1189.21997,2017-01-26,1202.69495,1184.52002,1200.44507
1191.40503,2017-01-27,1191.755,1180.60498,1189.45508
1195.55005,2017-01-30,1199.47498,1188.37,1191.40503
1210.6499,2017-01-31,1215.41992,1193.83496,1195.44995
1209.80493,2017-02-01,1213.32996,1198.29504,1210.6001
1215.92505,2017-02-02,1225.35498,1208.52502,1209.45496
1220.19995,2017-02-03,1221.53003,1206.97498,1216.17505
1235.40503,2017-02-06,1235.70996,1218.55493,1218.755
1233.66003,2017-02-07,1235.84497,1227.83496,1235.44995
1241.40503,2017-02-08,1244.79492,1230.04004,1233.495
1228.69507,2017-02-09,1244.58496,1225.41992,1241.68005
1233.55005,2017-02-10,1237.255,1221.68506,1229.0
1225.23499,2017-02-13,1234.20496,1219.39502,1233.505
1228.03503,2017-02-14,1234.66504,1221.94995,1225.20496
1233.70996,2017-02-15,1233.78503,1216.74194,1228.13501
1239.05493,2017-02-16,1242.4751,1232.15991,1233.65991
1234.94995,2017-02-17,1243.875,1234.30005,1239.30493
1238.66504,2017-02-20,1239.06006,1232.32007,1234.60498
1236.255,2017-02-21,1238.92993,1226.245,1238.66003
1237.27002,2017-02-22,1241.05005,1230.90503,1235.81995
1249.255,2017-02-23,1251.17004,1234.42151,1237.30493
1257.07996,2017-02-24,1260.2251,1247.87,1249.46497
1253.05505,2017-02-27,1263.96997,1251.06006,1256.85498
1248.42993,2017-02-28,1258.55505,1247.625,1252.94995
1249.84998,2017-03-01,1250.71509,1237.01001,1248.33008
1234.14502,2017-03-02,1250.20496,1231.05505,1249.505
1234.505,2017-03-03,1236.42505,1222.88501,1234.53003
1225.375,2017-03-06,1236.97998,1224.98499,1234.5
1215.94995,2017-03-07,1227.34009,1214.16003,1225.32495
1208.01001,2017-03-08,1218.63501,1206.625,1215.85498
1201.22998,2017-03-09,1209.23499,1199.28503,1207.90002
1204.80005,2017-03-10,1206.48511,1195.01001,1200.47998
1204.02502,2017-03-13,1211.26501,1202.38501,1204.39001
1197.75,2017-03-14,1209.93945,1197.25,1204.02502
1219.35999,2017-03-15,1222.11499,1197.44995,1198.93005
1226.79004,2017-03-16,1233.77502,1218.19995,1219.48999
1229.30005,2017-03-17,1231.76001,1223.5,1226.25
1234.43005,2017-03-20,1235.745,1228.90503,1229.3999
1244.51001,2017-03-21,1247.64001,1226.995,1234.28003
1249.07996,2017-03-22,1251.40503,1243.95496,1244.70996
1245.28503,2017-03-23,1253.31494,1242.82495,1248.48999
1242.65503,2017-03-24,1251.95996,1241.03003,1245.66003
1254.42004,2017-03-27,1261.10498,1243.60498,1243.60498
1251.8501,2017-03-28,1258.45996,1247.77502,1254.78491
1253.53003,2017-03-29,1254.79004,1247.38147,1251.68994
1242.85498,2017-03-30,1254.01001,1242.28552,1253.53003
1249.29504,2017-03-31,1250.68506,1239.71509,1242.81494
1253.28503,2017-04-03,1253.80493,1244.56494,1249.35498
1256.35999,2017-04-04,1261.505,1253.19995,1253.30005
1255.51501,2017-04-05,1257.41504,1243.7749,1256.35999
1252.005,2017-04-06,1259.02002,1249.28503,1255.745
1254.70996,2017-04-07,1271.20496,1250.68005,1252.255
1254.65503,2017-04-10,1257.20996,1247.18506,1254.86499
1274.69507,2017-04-11,1275.33997,1253.15503,1254.65503
1287.13501,2017-04-12,1287.19995,1271.95508,1274.52002
1287.97998,2017-04-13,1288.67004,1281.80505,1286.53003
1287.85498,2017-04-14,1287.97998,1287.84998,1287.84998
1285.02002,2017-04-17,1295.63,1281.41003,1287.20508
1289.83496,2017-04-18,1292.45496,1278.94995,1284.8999
1280.1499,2017-04-19,1290.88,1273.83008,1289.82996
1281.93994,2017-04-20,1283.54492,1276.53491,1280.35498
1284.30493,2017-04-21,1288.33997,1278.56006,1281.93994
1276.06494,2017-04-24,1284.85498,1265.56494,1284.85498
1263.91504,2017-04-25,1278.23499,1261.625,1276.02002
1269.06995,2017-04-26,1271.08997,1259.73499,1264.10999
1264.64502,2017-04-27,1269.70496,1260.94995,1269.14001
1268.30005,2017-04-28,1268.67993,1263.1001,1264.1499
1256.65503,2017-05-01,1271.255,1254.01001,1268.255
1257.04504,2017-05-02,1257.85498,1252.07495,1256.54004
1238.07495,2017-05-03,1257.05005,1235.97998,1256.75
1228.22498,2017-05-04,1241.33997,1225.56006,1238.32996
1228.505,2017-05-05,1235.71497,1226.09497,1227.77002
1226.30493,2017-05-08,1236.625,1221.03503,1228.3501
1221.505,2017-05-09,1228.85498,1214.31494,1226.06494
1219.05505,2017-05-10,1225.79004,1217.67505,1221.09998
1225.0249,2017-05-11,1227.84998,1217.05505,1219.19507
1228.20508,2017-05-12,1231.83496,1224.5249,1224.95496
1230.48499,2017-05-15,1237.40002,1226.94995,1228.31006
1236.97998,2017-05-16,1239.20508,1230.15002,1230.15002
1261.19995,2017-05-17,1261.53003,1236.59998,1237.06006
1247.15503,2017-05-18,1265.125,1246.05505,1261.375
1255.80493,2017-05-19,1256.52002,1246.41504,1246.84998
1260.56494,2017-05-22,1262.71497,1251.875,1255.45496
1251.16003,2017-05-23,1263.98499,1250.77502,1260.42004
1258.59998,2017-05-24,1259.01001,1247.98499,1251.27002
1255.59497,2017-05-25,1259.82495,1253.89502,1258.5
1266.90002,2017-05-26,1269.55505,1253.20496,1255.68005
1266.89001,2017-05-29,1269.21497,1264.95508,1266.70508
1262.995,2017-05-30,1270.54797,1259.48999,1266.89001
1268.90991,2017-05-31,1274.20496,1259.67297,1262.94995
1266.05493,2017-06-01,1270.44495,1261.34998,1269.0249
1279.30493,2017-06-02,1279.69995,1259.13501,1265.55005
1279.56494,2017-06-05,1283.505,1277.85999,1279.15503
1294.255,2017-06-06,1296.104,1279.5,1279.56494
1287.10999,2017-06-07,1295.17505,1282.72998,1294.19495
1278.05493,2017-06-08,1289.0,1271.42993,1287.15503
1266.60498,2017-06-09,1282.25,1264.72498,1278.34998
1265.94995,2017-06-12,1270.39502,1263.69995,1267.3501
1266.55493,2017-06-13,1269.03503,1258.90503,1266.005
1260.90503,2017-06-14,1281.51489,1257.28003,1266.59998
1254.06494,2017-06-15,1266.77502,1251.375,1260.75
1253.755,2017-06-16,1257.28503,1251.88501,1254.05005
1244.35999,2017-06-19,1255.82495,1243.15503,1253.95508
1243.005,2017-06-20,1248.31006,1241.32007,1243.81995
1246.36499,2017-06-21,1247.92505,1240.91992,1242.95996
1250.76501,2017-06-22,1255.01501,1245.32996,1246.28003
1256.755,2017-06-23,1258.93506,1249.875,1250.48999
1244.85498,2017-06-26,1258.21497,1236.09497,1256.505
1247.21497,2017-06-27,1253.22498,1241.39502,1244.80005
1249.86499,2017-06-28,1255.33008,1246.34998,1247.21497
1245.42505,2017-06-29,1253.28503,1239.89502,1249.67004
1241.67505,2017-06-30,1248.32996,1239.19995,1245.63
1220.35498,2017-07-03,1242.875,1218.53503,1241.92505
1223.65503,2017-07-04,1226.68506,1219.69995,1219.69995
1226.89001,2017-07-05,1228.92004,1217.27502,1223.65002
1225.13501,2017-07-06,1229.93994,1222.66003,1227.0
1213.05005,2017-07-07,1228.92993,1207.40002,1224.89001
1214.44507,2017-07-10,1215.73499,1204.80505,1212.25
1217.375,2017-07-11,1217.69995,1208.28003,1214.255
1220.55493,2017-07-12,1225.91504,1213.56494,1217.09998
1217.63501,2017-07-13,1224.51501,1216.66504,1220.18994
1228.85498,2017-07-14,1233.09998,1214.85498,1217.40002
1234.06494,2017-07-17,1236.07996,1228.31494,1229.05493
1242.41504,2017-07-18,1244.745,1232.86499,1234.05005
1241.22498,2017-07-19,1244.19995,1235.89502,1242.43005
1244.77502,2017-07-20,1247.60498,1235.375,1241.37
1254.94995,2017-07-21,1255.81006,1243.46497,1244.82996
1254.64502,2017-07-24,1258.90002,1252.02502,1255.20496
1249.96497,2017-07-25,1257.92505,1249.18005,1254.82996
1260.83496,2017-07-26,1263.59998,1243.86499,1250.01001
1259.55493,2017-07-27,1265.51001,1254.60498,1260.80005
1269.59998,2017-07-28,1270.93506,1257.36499,1259.56995
1269.3501,2017-07-31,1271.255,1265.90503,1269.45496
1268.875,2017-08-01,1274.19495,1262.45508,1269.30493
1266.67505,2017-08-02,1272.88,1262.88,1269.01001
1268.40503,2017-08-03,1270.92505,1256.96497,1266.46997
1258.67004,2017-08-04,1270.51501,1254.245,1268.31006
1257.83496,2017-08-07,1260.07007,1255.86499,1258.95496
1261.27502,2017-08-08,1265.31006,1251.68994,1257.72998
1276.67505,2017-08-09,1278.85498,1260.68994,1261.57996
1286.12988,2017-08-10,1287.96997,1274.66504,1277.12
1289.15503,2017-08-11,1292.31995,1281.17993,1286.32495
1281.98499,2017-08-14,1290.65503,1278.69495,1290.5
1271.43506,2017-08-15,1282.07495,1267.38501,1281.88
1283.17505,2017-08-16,1283.96497,1267.79004,1271.54004
1287.995,2017-08-17,1290.255,1281.18506,1282.93005
1284.255,2017-08-18,1300.92993,1283.495,1287.65002
1291.72498,2017-08-21,1294.34998,1280.60498,1284.45496
1285.01501,2017-08-22,1292.65503,1282.07007,1291.25
1290.755,2017-08-23,1291.54504,1282.80005,1285.04504
1286.35498,2017-08-24,1291.30505,1284.56995,1290.67004
1291.10498,2017-08-25,1295.13,1274.73499,1286.05005
1310.15503,2017-08-28,1312.16699,1291.625,1291.70508
1309.30493,2017-08-29,1326.22498,1305.06494,1310.34998
1308.84497,2017-08-30,1313.81995,1304.79004,1309.44995
1321.26001,2017-08-31,1323.70496,1297.33496,1308.85999
1324.8999,2017-09-01,1328.995,1316.43506,1320.89001
1334.20508,2017-09-04,1339.94495,1321.85498,1326.85498
1339.61499,2017-09-05,1344.42004,1326.17505,1334.30005
1334.33008,2017-09-06,1343.60352,1331.68994,1339.81995
1349.21497,2017-09-07,1350.18994,1332.66504,1334.17505
1346.55493,2017-09-08,1357.72498,1342.875,1348.98999
1327.81494,2017-09-11,1347.35498,1326.44495,1346.80493
1331.61499,2017-09-12,1340.54004,1322.65503,1327.73999
1323.39502,2017-09-13,1337.05005,1320.45996,1331.65002
1329.60498,2017-09-14,1330.85498,1315.67505,1323.01001
1320.27502,2017-09-15,1334.53491,1319.73999,1329.69995
1307.60498,2017-09-18,1321.05493,1304.73499,1320.10498
1311.09009,2017-09-19,1311.8501,1305.1499,1307.43994
1301.51001,2017-09-20,1316.23999,1296.10498,1311.14502
1291.38501,2017-09-21,1301.82495,1288.14001,1301.5249
1297.40503,2017-09-22,1298.83997,1290.70996,1291.20996
1310.55005,2017-09-25,1312.34009,1288.65991,1297.25
1293.72498,2017-09-26,1313.79004,1292.10498,1310.80493
1282.68994,2017-09-27,1296.35498,1281.45508,1293.79004
1287.43506,2017-09-28,1288.875,1277.72498,1282.77002
1280.255,2017-09-29,1290.46997,1275.64502,1287.33008
1270.84497,2017-10-02,1280.50488,1269.495,1280.30493
1271.94495,2017-10-03,1274.83008,1268.375,1270.84998
1274.8501,2017-10-04,1282.30505,1270.58496,1271.65002
1268.32495,2017-10-05,1279.05505,1266.15503,1274.85498
1276.5,2017-10-06,1276.80005,1260.68506,1268.16003
1283.80493,2017-10-09,1285.63501,1275.28503,1276.65503
1287.94507,2017-10-10,1294.302,1282.13,1284.03003
1291.88989,2017-10-11,1293.67993,1284.64502,1287.98999
1293.67505,2017-10-12,1297.57703,1289.69495,1291.85498
1303.85498,2017-10-13,1303.90503,1291.0,1293.62
1295.22644,2017-10-16,1306.12,1290.505,1303.80493
1285.67651,2017-10-17,1296.34998,1281.47998,1294.93005
1281.23706,2017-10-18,1288.95496,1277.03003,1285.21497
1289.91504,2017-10-19,1290.81494,1276.18506,1280.96997
1280.3999,2017-10-20,1291.51453,1277.995,1289.88
1282.41504,2017-10-23,1283.36499,1272.59998,1280.60498
1276.81006,2017-10-24,1286.07007,1273.79504,1282.46997
1277.375,2017-10-25,1280.10498,1271.04004,1276.755
1267.005,2017-10-26,1282.58997,1265.79504,1277.28003
1273.90503,2017-10-27,1274.14001,1263.82996,1267.11499
1276.36499,2017-10-30,1278.88501,1269.02502,1273.65503
1271.05493,2017-10-31,1278.19495,1267.71497,1276.0
1274.64502,2017-11-01,1281.625,1268.06494,1271.13501
1276.04504,2017-11-02,1284.19995,1273.41992,1274.44995
1269.8999,2017-11-03,1280.32996,1265.53003,1276.0
1281.94995,2017-11-06,1283.04004,1266.11499,1270.65503
1275.33496,2017-11-07,1282.20508,1271.79492,1281.90002
1281.54504,2017-11-08,1287.32007,1274.93896,1275.245
1285.15002,2017-11-09,1288.65503,1280.03003,1281.30493
1275.78503,2017-11-10,1287.15002,1273.51501,1285.15503
1278.30005,2017-11-13,1279.83997,1274.38501,1275.20508
1280.35498,2017-11-14,1283.68005,1269.875,1278.30493
1278.05493,2017-11-15,1289.61499,1276.7749,1280.34998
1278.65002,2017-11-16,1281.83496,1275.17505,1278.05005
1294.05493,2017-11-17,1297.04004,1278.35498,1278.69995
1276.98999,2017-11-20,1295.90503,1274.63501,1295.70496
1280.52002,2017-11-21,1284.83997,1276.30505,1276.83997
1292.05505,2017-11-22,1294.75,1279.13501,1280.62
1291.45496,2017-11-23,1293.66504,1286.91992,1291.95508
1288.28503,2017-11-24,1293.31006,1285.74451,1291.3501
1294.47998,2017-11-27,1299.27502,1286.82495,1288.90503
1293.94995,2017-11-28,1297.84497,1290.73999,1294.48511
1283.94507,2017-11-29,1296.76501,1282.09656,1294.05005
1275.0,2017-11-30,1285.37,1270.43994,1283.93994
1280.65503,2017-12-01,1289.30505,1271.625,1275.0
1276.05493,2017-12-04,1280.755,1271.11646,1279.85498
1265.92004,2017-12-05,1277.15002,1261.02502,1276.05005
1263.40503,2017-12-06,1269.33496,1262.61499,1266.005
