,close,date,high,low,open,open_close_diff,high_low_diff,sma,label
0,1316.2199699999999,2014-06-27,1322.44995,1312.69995,1316.19995,0.020019999999931315,9.75,1280.3534780000002,1
1,1326.80005,2014-06-30,1329.6500199999998,1310.4000199999998,1316.1499,10.650150000000167,19.25,1284.4997305000002,1
2,1326.42993,2014-07-01,1333.41504,1323.80005,1327.20996,-0.780029999999897,9.614990000000034,1288.5737295000001,0
3,1326.8300800000002,2014-07-02,1332.17505,1321.35498,1326.52002,0.3100600000002487,10.820069999999987,1292.637481,1
4,1319.0,2014-07-03,1327.70496,1309.44995,1326.93506,-7.935060000000021,18.255010000000084,1295.9092340000002,0
5,1320.92505,2014-07-04,1323.3499800000002,1318.19995,1319.56006,1.3649900000000343,5.150030000000243,1299.2979855,1
6,1319.93005,2014-07-07,1321.11499,1311.5,1320.92505,-0.9950000000001182,9.614990000000034,1302.6804865,0
7,1319.255,2014-07-08,1324.9000199999998,1313.47998,1319.92505,-0.6700499999999465,11.420039999999744,1305.648742,0
8,1327.73499,2014-07-09,1332.48499,1317.5,1319.2800300000001,8.4549599999998,14.984989999999925,1308.9804925000003,1
9,1335.73999,2014-07-10,1345.3400900000001,1324.23999,1327.72998,8.010009999999966,21.10010000000011,1312.0984920000003,1
10,1338.6001,2014-07-11,1339.44995,1333.7949199999998,1335.75,2.8501000000001113,5.655030000000124,1315.1840025000004,1
11,1307.19995,2014-07-14,1339.81494,1302.75,1338.6001,-31.400150000000167,37.06493999999998,1316.9494995,0
12,1294.07007,2014-07-15,1313.86499,1292.0,1307.08496,-13.014889999999923,21.864990000000034,1318.1242555000001,0
13,1299.25,2014-07-16,1303.87,1293.2800300000001,1293.94995,5.300050000000056,10.589969999999767,1319.198511,1
14,1319.31006,2014-07-17,1324.61499,1297.19995,1298.80005,20.510009999999966,27.41504000000009,1319.1465150000001,1
15,1310.5,2014-07-18,1324.94995,1304.55005,1319.2749,-8.774899999999889,20.39989999999989,1318.9565125,0
16,1312.44995,2014-07-21,1318.69995,1307.0,1311.14001,1.3099399999998695,11.699949999999944,1318.7290099999998,1
17,1306.3499800000002,2014-07-22,1315.9699699999999,1301.94995,1312.43994,-6.089959999999792,14.020019999999931,1318.127759,0
18,1304.19995,2014-07-23,1311.4000199999998,1303.1500199999998,1306.30005,-2.1001000000001113,8.25,1317.3752565,0
19,1293.6550300000001,2014-07-24,1305.5,1287.55005,1304.62,-10.964969999999767,17.949949999999944,1316.22251,0
20,1307.56494,2014-07-25,1308.79004,1290.5,1293.6599099999999,13.905030000000124,18.29004000000009,1315.7897584999998,1
